text,toxicity,emocao
ordem de resposta que é decidida por sorteio da 1ª pergunta #DebateNaBandRS já foi importante para ver diferença entre os candidatos todos falando que vão fazer xyz e por último veio o @EduardoLeite_ mostrando que FEZ Tirou o estado da crise e retomou investimentos,0.060869742,Neutro
Ora Ora🤷🫣\n#DebateNaBandRJ #DebateNaBandmg\n#62minutos #3em1  #DebateNaBandsp #debateband #recordnews #CNNBrasil  #BOLSONARO #LULA #STF #DebateNaBandRS #Fantastico #DomingoEspetacular #JN #jornalnacional #Jornaldarecord #ElonMusk  #OsPingosNosIs  ,0.055042017,Neutro
Onyx tá falando verde-amarelo OH DEUS #DebateNaBandRS,0.099415205,Neutro
Onyx tá falando verde-amarelo OH DEUS #DebateNaBandRS,0.099415205,Neutro
@bandrs Os jovens da roça não querem ser agricultores e agricultoras como uma última opção de vida Eles querem oportunidades para continuarem campo c suas famílias tendo dignidade trabalho renda e vivendo felizes” @EdegarPretto #DebatenaBandRS #LulaOlivioPrettoRuas,0.21630573,Positivo
RT @SigaPepeVargas #DebateNaBandRS #LulaOlivioPrettoRuas #RSqueOPovoQuer,0.23893254,Positivo
Onyx tá concorrendo governador ou presidente Não entendi #DebatenaBandRS ,0.08135998,Neutro
@EdegarPretto falando que precisa combate à fome retomada de direitos e dignidade #DebateNaBandRS,0.27172092,Positivo
Onyx meio fora da curva \n\n#DebateNaBandRS,0.055042017,Neutro
@VieiraPDT Vocês tem que defender os empregos na zona sul gaúcha cidades grandes só com comércio exemplo Pelotas e Rio Grande e uma palhaçada só falar de POA,0.64905196,Negativo
RT @SigaPepeVargas #DebateNaBandRS #LulaOlivioPrettoRuas #RSqueOPovoQuer ,0.23893254,Positivo
"Onyx Lorenzoni responde à Vieira da Cunha sobre atuação de Bolsonaro em relação Covid-19\n\n""O presidente que teve o melhor desempenho tratamento da pandemia mundo ocidental""\nEsse é o cidadão de bem que deseja governar o RS #DebateNaBandRS ",0.080426835,Neutro
Cara o Edegar Pretto tá muito bem nesse debate #DebateNaBandRS,0.2840909,Positivo
@EduardoLeite_ Viraram crise com dinheiro governo federal Baixou gasolina mas o gás natural foi auturaslargou o governo estado por mais poder e se deu mal aínda MEU FOTO NÃO LEVA,0.2840909,Positivo
Onyx Lorenzoni depois implante energy #DebatenaBandRS ,0.055042017,Neutro
@RicardoJobim30 @VieiraPDT @EdegarPretto @LulaOficial @Heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro @EduardoLeite_ Então @EdegarPretto defende o legado dos governos petistas e fala que boa parte das escolas atuais não consegui ouvir o percentual não tem banheiro E defende alimentação da agricultura familiar nas instituições de ensino #DebateNaBandRS,0.13340564,Positivo
RT @BohnGass Num tom muito sereno como convém quem quer governar o Rio Grande @EdegarPretto vai mostrando que para comandar o Estado é…,0.54238683,Negativo
Onyx e Heinze  Bolsonaro \n#DebateNaBandRS  #LulaOlivioPrettoRuas,0.08125604,Neutro
Onyx diz que pessoas de fora vieram pro RS comandar o Banrisul e que há má gestão Agora está comparando Banrisul com Sicredi #DebateNaBandRS,0.099415205,Neutro
@SigaPepeVargas @EdegarPretto Quanto mais não poderia ser feito se não tivessem roubado tanto,0.67148936,Negativo
Eu quero dizer aos gaúchos e gaúchas que se eu governador vou anular todos os atos de privatização da nossa Corsan #LulaOlivioPrettoRuas #DebatenaBandRS ,0.28004074,Positivo
RT @StelaFarias Exatamente O aumento dos feminicídios RS é resultado dessa negligência com vida e os direitos das gaúchas que não c…,0.54238683,Negativo
Onyx caixa 2 confesso bem lembrado @EdegarPretto,0.08182738,Neutro
O debate RS é o resumo retrocesso estado nos últimos anos anti-petismo e o Bolsonarismo andam abraçados por aqui somente @EdegarPretto  se salva,0.4028394,Negativo
Onyx caixa 2 confesso bem lembrado @EdegarPretto,0.08182738,Neutro
@EduardoLeite_ Vai fora da vida pública…,0.54238683,Negativo
"Onyx  mensalão petrolão""\n\n#DebateNaBandRS ",0.055042017,Neutro
Edegar cita professores e servidores com baixa estima e diz que uma escola sem atração não vai fazer crianças aprenderem Diz que fará pesado investimento em educação e valorizando servidores Cita três refeições para crianças nas escolas como projeto #DebateNaBandRS,0.21984631,Positivo
RT @LSSilvaX Não convidar @CarlosMessalla e @rejanepstu para os debates de hoje na @bandrs é um absurdo Da mídia burguesa gente não esp…,0.67148936,Negativo
RT @StelaFarias O candidato Partido Novo deixa claro quem serve Fala Estado como homem branco classe média que não precisa E…,0.7062566,Negativo
"Onyx  mensalão petrolão""\n\n#DebateNaBandRS ",0.055042017,Neutro
Ony foi muito bem ao lembrar que o Governo @jairbolsonaro foi o responsável pela compra de 100 das vacinas Governador bombacha-atolada confessadamente utilizou parte  federal destinado à saúde para o pagamento funcionalismo público #prioridades 🤡 #DebateNaBandRS ,0.055042017,Neutro
RT @anapaulasago @bandrs Não tem milagre Para ter mais saúde precisamos ter mais orçamento governo @TarsoGenro foi primeira vez…,0.33783823,Positivo
"Onix trabalha com verdade"" Admitiu caixa dois depois de garantido o perdão pelo então ministro Moro\n#DebatenaBandRS",0.055042017,Neutro
"Onix trabalha com verdade"" Admitiu caixa dois depois de garantido o perdão pelo então ministro Moro\n#DebatenaBandRS",0.055042017,Neutro
OS GOVERNOS PETISTAS FORAM OS GOVERNOS QUE MAIS INVESTIRAM EM EDUCAÇÃO NESTE PAÍS #DebateNaBandRS  #LulaOlivioPrettoRuas,0.16477858,Positivo
Onix relembrando governos anteriores e comparando ao bolsonaro #DebateNaBandRS,0.055042017,Neutro
@EdegarPretto aprendeu com seus pais e também com @LulaOficial @Olivio_Dutra @TarsoGenro @DilmaBR e @PauloPaim mas fundamentalmente com o povo gaúcho que é preciso apenas de uma oportunidade para ser feliz #LulaOlivioPrettoRuas #DebatenaBandRS,0.26290515,Positivo
@LSSilvaX @CarlosMessalla @bandrs @EdegarPretto Um absurdo Lucas Essa é democracia dos ricos,0.54238683,Negativo
O Heinze tá em outro planeta né Disse que 20 anos atrás trabalhou questão Rio Ibicuí com dinheiro governo Bolsonaro que assumiu quatro anos atrás #DebateNaBandRS,0.16477858,Positivo
Onix falando prejuízo Banrisul Como se não fizesse parte projeto dele Leite e qualquer um que só pensa em vender patrimônio público preço de carro popular\n#DebateNaBandRS,0.099415205,Neutro
Ônix concorre contra o Lula ou ao governo estado #DebateNaBandRS,0.069835916,Neutro
#DebateNaBandRS Que modelo ultrapassado Que troço chato Mais mesmo É o tipo de debate que afasta o povo fazer político Que gera descrédito\nVocês acabam colaborando para que falta de educação aparente ser autenticidade pela mera comparação com esse falatório vazio,0.6152542,Negativo
Ônix concorre contra o Lula ou ao governo estado #DebateNaBandRS,0.069835916,Neutro
Onix @EduardoLeite_ e @Heinzeoficial fazendo stand comedy #DebatenaBandRS,0.038852096,Neutro
O candidato @RicardoJobim30 quer transformar o RS em uma empresa privada…cara maluco,0.7477931,Negativo
O tamanho da intérprete de libras \n#DebateNaBandRS ,0.055042017,Neutro
O RS precisa voltar sorrir #DebateNaBandRS  #LulaOlivioPrettoRuas,0.08870512,Neutro
Ricardo Jobim NOVO é o representante da direita inimiga meio-ambiente na disputa ao Governo RS Defendeu que FEPAM deve liberar licenças ambientais mais rápido Ou seja quer uma análise de qualquer jeito sem avaliar riscos e propensa erros graves #DebateNaBandRS,0.19527553,Positivo
#LulaOlivioEdegarRuas #DebateNaBandRS ,0.50766486,Negativo
RT @H1SaiaDaMatrix Esse cara NOVO tem uma cara altamente s0c4vel #DebateNaBandRS,0.49073187,Negativo
@EdegarPretto muito ligado na realidade povo gaúcho,0.47514996,Negativo
O Ricardo Jobim fala sobre o Zema igual o Onyx fala sobre o Bolsonaro Isso diz muito sobre esses dois os quatro #DebateNaBandRS,0.099415205,Neutro
O que Eduardo Leite fez pela educação Estado nesses 4 anos poder\nO gringo tava certo#DebateNaBandRS,0.08244847,Neutro
O projeto de Bolsonaro e Leite é o mesmo principalmente na questão privatista O governador que renunciou disse que não iria privatizar e entregou CEEE por R 100 mil Prometeu que iria baixar tarifa e o que aconteceu foi o contrário\n#LulaOlivioPrettoRuas #DebatenaBandRS,0.055042017,Neutro
O papel de um banco público desenvolvimento Estado o Banrisul deve continuar sendo um dos temas principais dos debates governador #DebateNaBandRS,0.05996213,Neutro
Edegar dando real das escolas deixadas pelo governo Leite #DebateNaBandRS,0.1826812,Positivo
14 das nossas escolas públicas estaduais não tem banheiro ou não está funcionando\n\n#DebateNaBandRS,0.13584065,Positivo
O desgoverno qual o Onyx faz parte e o Heinze apoia nunca foi bem administrado e prova disso é de como o país está atualmente Esses dois bolsonaristas não vão saber administrar o RS 🤨 #DebateNaBandRS,0.43151686,Negativo
Pietro é um boneco de ventríloquo   #DebateNaBandRS,0.6152542,Negativo
o onix se vangloriando que em janeiro de 2021 o Brasil ainda não tinha vacina como se isso fosse um feito #DebateNaBandRS,0.073271684,Neutro
Boa Kassio Nunes\n#DebateNaBandRJ #DebateNaBandmg\n#62minutos #3em1  #DebateNaBandsp #debateband #DomingaoComHuck  #CNNBrasil  #BOLSONARO #LULA #STF #DebateNaBandRS #Fantastico #DomingoEspetacular #JN #jornalnacional #Jornaldarecord #OsPingosNosIs  ,0.34042552,Positivo
RT @H1SaiaDaMatrix Eduardo Leite falando das mulheres sobre violência contra mulheres levantou bola para o Argenta lembrar o que ele…,0.67148936,Negativo
Uma coisa não se pode negar é o papel da expansão da educação nos governos PT\n\n#DebateNaBandRS,0.16761003,Positivo
O onix dizendo que nenhum estado comprou vacina que foi o governo federal que comprou quando na verdade o governo entrou com uma AÇÃO STF para impedir que os estados comprassem vacina \n#DebatenaBandRS,0.05476219,Neutro
RT @anapaulasago @bandrs O @EdegarPretto veio cabo da enxada Tem muito orgulho dos pais da origem humilde e de tudo que conquistou co…,0.54238683,Negativo
o lorenzoni já veio com palavra dos bolsonaro NARRATIVAS\n\n#DebateNaBandRS,0.08244847,Neutro
Eduardo Leite fez uma baita pergunta sobre proteção às mulheres e o Argenta PSC respondeu que solução são empregos Se empregos fosse garantia de proteção vida das mulheres não teríamos tantos casos de violência e feminicídio\n\n#DebateNaBandRS,0.48127565,Negativo
@EduardoLeite_ 25 secretarias Pqp,0.54238683,Negativo
O Heinze tá embalsamado #DebateNaBandRS,0.050670214,Neutro
O Heinze tá dizendo que está trabalhando muito como senador para infraestrutura #DebateNaBandRS,0.014485165,Neutro
RT @BohnGass Num tom muito sereno como convém quem quer governar o Rio Grande @EdegarPretto vai mostrando que para comandar o Estado é…,0.54238683,Negativo
O candidato PSC meteu um publi debate #DebateNaBandRS,0.055042017,Neutro
O candidato fazendo #publi da própria empresa na pergunta socorro #DebateNaBandRS,0.023170177,Neutro
Acompanhando o #DebateNaBandRS e vocês Venham ver o @EdegarPretto que está muito preparado para nos governar próximo período Com Edegar candidato @LulaOficial RS e @PedroRuasPsol vindo como seu vice vamos mudar para melhorar o nosso estado #LulaOlivioEdegarRuas,0.20142846,Positivo
Calçados Beira-Rio é empresa mais beneficiada com propaganda incidental até agora #DebateNaBandRS,0.2453015,Positivo
"O candidato @partidonovo30 fala em processo seletivo pra secretários e boa experiência governo Zema"" governou pras mineradoras e selecionou secretários sem experiência com governo Tentou até contratar headhunters com  público\n#LulaOlivioPrettoRuas\n#DebateNaBandRS",0.099415205,Neutro
#DebateNaBandRS Argenta fala em reduzir secretarias mas já falou em criar duas novas… coerência zero,0.22450079,Positivo
RT @EdegarPretto Vamos rever o acordo que Eduardo Leite fez com Bolsonaro que nos condena o estado uma subordinação completa Nós quere…,0.47102526,Negativo
Bogo pergunta ao Edegar sobre educação Pergunta como ele vê situação estado e alternativas para melhora Edegar fala dos feitos governo Lula na educação e também criação da UERGS governo Olívio #DebateNaBandRS,0.2840909,Positivo
Rio Grande merece voltar esperançar com Edegar Pretto governador #DebateNaBandRS\n#EdegarPrettoGovernador\n#OlívioSenador\n#LulaPresidente \n#LulaOlivioPrettoRuas ,0.24614519,Positivo
O Banrisul será fortalecido não somente para comemorar lucros mas para desenvolver o Rio Grande apoiando indústria pequenas e médias empresas e agricultura para que possamos produzir mais e cuidar mais das pessoas\n#LulaOlivioPrettoRuas #DebatenaBandRS,0.055042017,Neutro
@EduardoLeite_ É obvio q esses comentários favor desse mentecapto desse homem frágil ñ são orgânicos engana que eu gosto,0.6991745,Negativo
Tarso Genro QUEBROU o estado e na eleição seguinte nem pra segundo turno foi\nOlivio Dutra só é lembrado por ter mandado Ford pra Bahia\n\nO PT é patético RS \n#DebateNaBandRS,0.70358187,Negativo
Ricardo Jobim mandou o Argenta de volta pro Calçados Beira Rio e nao se meter atrapalhar gestao pública só pra ter um cargo público\n#DebateNaBandRS,0.4028394,Negativo
Admito que tô achando o Edegar Pretto bem charmosão viu #LulaOlivioEdegarRuas #DebateNaBandRS,0.2840909,Positivo
RT @EdegarPretto O projeto de Bolsonaro e Leite é o mesmo O governador que renunciou disse que não iria privatizar e entregou CEEE por…,0.13385679,Positivo
O @Vieria tá muito afiado Escola em tempo integral é solução\n#DebateNaBandRS,0.0634133,Neutro
O @EdegarPretto veio cabo da enxada Tem muito orgulho dos pais da origem humilde e de tudo que conquistou com muita luta e diálogo Saiu da roça e graduou-se em Gestão Pública É pai Yuri João e Angelo #DebatenaBandRS #LulaOlivioPrettoRuas,0.21275876,Positivo
RT @EdegarPretto Minha equipe estará totalmente ligada fazendo com que você não perca nenhum segundo debate que começa apresentar a…,0.209432,Positivo
O cara que tava defendendo acabar com secretarias tá querendo agora criar secretaria da irrigação\n\nobs não para de chover em porto alegre #DebateNaBandRS,0.33406752,Positivo
RT @StelaFarias Exatamente O aumento dos feminicídios RS é resultado dessa negligência com vida e os direitos das gaúchas que não c…,0.54238683,Negativo
O @Vieria tá muito afiado Escola em tempo integral é solução\n#DebateNaBandRS,0.0634133,Neutro
@EduardoLeite_ Vai mentir em outro lugar entreguistaDeixou os funcionários na miséria Onde esta o desenvolvimento desse Estado\nAbandonaste o Governo tentando enganar em voos mais altos de onde foste rechaçado e agora voltas querendo retornar ao lugar que abandonasteVai criar vergonha,0.71887034,Negativo
O candidato Partido Novo deixa claro quem serve Fala Estado como homem branco classe média que não precisa Estado para ter o mínimo de direitos garantidos Fora da realidade\n #DebatenaBandRS #LulaOlivioPrettoRuas,0.46869496,Negativo
O @Heinzeoficial está lendo perguntas Meu Deus… #DebateNaBandRS,0.081484355,Neutro
Eu sou de Metade Sul sou de Santa Maria' VAI TOMAR CU #DebateNaBandRS,0.8655584,Negativo
Como um partido nomeia um candidato que não consegue formular perguntas e respostas sem ler #DebateNaBandRS,0.34042552,Positivo
O @EdegarPretto foi o deputado mais votado partido nas três eleições em que participou e líder\nda bancada PT governo @TarsoGenro Em 2017 foi presidente da\n@AssembleiaRS e na última eleição fez votos em 473 municípios\n#LulaOlivioPrettoRuas #DebateNaBandRS,0.09214492,Neutro
RT @NatashaPSOL Eduardo Leite falou de direitos das mulheres mas parece ter esquecido o ESCÂNDALO em que foi envolvido com exames de CÂNC…,0.282338,Positivo
Nosso pré-candidato ao governo estado  @EdegarPretto lembra da trajetória política de @PedroRuasPsol\nA educação tem destaque central programa de governo da chapa PT-PSOL\n\n#DebateNaBandRS,0.099415205,Neutro
Nosso candidato ao governo Rio Grande Sul propondo uma gestão eficiente dos recursos\n\n@VieiraPDT\n\n#DebateNaBandRS ,0.015454235,Neutro
RT @ivanduartept CORAGEM SOBRA @EdegarPretto toca na ferida da CEEE que foi vendida preço de banana e que agora tem um serviço péssimo…,0.800372,Negativo
Nossa lei sobre educação em tempo integral não é cumprida estado Leite faz parte desse quadro de abandono e descaso com nossas crianças Com @vieirapdt vamos reverter esse quadro #DebateNaBand,0.099415205,Neutro
Nossa lei sobre educação em tempo integral não é cumprida estado Leite faz parte desse quadro de abandono e descaso com nossas crianças Com @vieirapdt vamos reverter esse quadro #DebateNaBand,0.099415205,Neutro
Noite para conhecer propostas @RicardoJobim30 ao Governo RS que já iniciou dizendo que o @partidonovo30 é o único partido que se apresenta na campanha sem usar dinheiro público\n\nAcompanhe ao vivo link\n\n \n#JobimnaBandRS  ,0.038852096,Neutro
Candidato Novo fala que passou em processo seletivo pra concorrer ao governo E diz que secretaria é cabide de emprego\n\nEu trabalho numa secretaria como concursado Pau cu Novo - ontem hoje e sempre #DebateNaBandRS,0.6152542,Negativo
Noite de acompanhar o debate dos candidatos ao governo RS na Band TV Bora @EdegarPretto ,0.0813997,Neutro
Jobim diz que é filho da metade sul sendo de Santa Maria Diz que estado atrapalha quem quer crescer olha o papo coach #DebateNaBandRS,0.32881796,Positivo
Não tem milagre Para ter mais saúde precisamos ter mais orçamento governo @TarsoGenro foi primeira vez que o estado aplicou 12 orçamento em saúde #DebatenaBandRS #LulaOlivioPrettoRuas,0.090618595,Neutro
Melhor desempenho na pandemia Sério isso\n#DebateNaBandRS,0.08065398,Neutro
RT @Sandroka131 Olha o Edegar Pretto chegando na Band RS O nosso candidato vice-governador Pedro Ruas também está por lá Orgulho des…,0.28004074,Positivo
@EduardoLeite_ Foi o senhor que mandou os supermercados fecharem gôndolas porque queria proibir pessoas de comprar o que elas precisavam Quem lhe dá essa autoridade de querer dizer o que o cidadão deve ou não comprar Tirano,0.67148936,Negativo
Mel dels @onyxlorenzoni é candidato Governador RS ou marqueteiro Governo @jairbolsonaro \n\n#DebateNaBandRS,0.055042017,Neutro
Leite fala que há uma remuneração aos estudantes beneficiários Auxílio Brasil cerca de 150 reais Cita que há busca ativa @EduardoLeite_ precisamos conversar sobre isso que tem uns erros graves aí viu meu querido #DebateNaBandRS,0.08155302,Neutro
RT @elvispiccolivar @EdegarPretto é filho de agricultores familiares Veio cabo da enxada e\ndesde cedo aprendeu o valor trabalho no…,0.4028394,Negativo
Leite fala dos notebooks são chromebooks para professores Vieira diz que nada disso funcionou pois RS tem dobro da média nacional em evasão Cita que deixou secretaria de educação com 20k de alunos em tempo integral e isso só reduziu com os anos #DebateNaBandRS,0.08244847,Neutro
Jobim é cara da elite atraso de @JesseSouzaecht  pensa que culpa das desigualdades estado é culpa poder político e Estado Sem nenhuma vergonha #DebateNaBandRS,0.71887034,Negativo
Leite diz que  ocorreram dificuldades para realizar licitação transporte porque pandemia mudou esse perfil de uso Mas afirma que estudos estão prontos\nHeinze diz que vai implantar integração transporte coletivo com tarifa única cita modelo de Curitiba #DebateNaBandRS,0.06814009,Neutro
O candidato PSC e Novo em uma tensão sexual discutindo quem vai cortar mais secretaria kkkkk #DebateNaBandRS,0.800372,Negativo
Jobim sobre reduzir custos processo seletivo para os secretários competitividade transparência O Estado percisa parar de ser cabide de empregos\nO Estado precisa parar de atrapalhar pessoas \n#JobimNaBandRS\n#DebateNaBandRS,0.08125112,Neutro
O #DebateNaBandRS mais parece um fraterno encontro entre liberais,0.2202717,Positivo
Jobim questionou @Heinzeoficial sobre planos para Ferrovias RS Citou o exemplo de Romeu Zema em Minas Gerais e aproveitou para falar seu plano de governo #JobimNaBandRS,0.08021132,Neutro
RT @FlorbelaEspanc5 O Eduardo Leite parece aquela meia que perdeu o outro pé e fica olhando pras meias e perguntando “ meu par é vc” Assi…,0.5791477,Negativo
@bandrs @EduardoLeite_ vai quebrar tradição gaúcha de não reeleger governador vamos juntos 45,0.33540952,Positivo
Jobim fala que atual governo perdeu oportunidades Cita novamente o governo de Minas Gerais Zema Diz que não quer acreditar que seja apenas um desalinhamento político entre governo federal e estadual que gere falta de infraestrutura em ferrovias #DebateNaBandRS,0.06716934,Neutro
Sempre tem um cara debate que é de um partido que governa algum estado que ele passa o debate inteiro falando tal estado como se fosseo reino de tão tão distante Kkkkkkk #DebateNaBandRS,0.27855855,Positivo
Jobim fala em reduzir secretarias e diz que estado não pode ser cabide de empregos Argenta diz que RS tem metade da população de Minas mas 25 secretarias e que elas são para apadrinhamento político Ele diz que vai reduzir secretarias e CCs #DebateNaBandRS,0.099415205,Neutro
RT @H1SaiaDaMatrix Eduardo Leite falando das mulheres sobre violência contra mulheres levantou bola para o Argenta lembrar o que ele…,0.67148936,Negativo
Já que o assunto é saúde e o Onix ama falar Bolsonaro é bom lembrar que Bolsonaro recusou 11 vezes ofertas para compras de vacina #DebateNaBandRS,0.055042017,Neutro
Início Debate ao Governo Rio Grande Sul\n\n#DebateNaBandRS #BandRS #Eleições2022 ,0.06910158,Neutro
Tchê O #DebateNaBandRS  tá terrível não conheço boa parte dis candidatos e maioria deles são da base governo Bolsonaro Filhotes da ditadura,0.66151106,Negativo
Inacreditável os candidatos ao Governo RS simplesmente não sabem LER #DebateNaBandRS,0.42529443,Negativo
Que loco esse 2022 eleitoral um candidato @partidonovo30 discursando valorização de servidor público 🤔\n\n#DebateNaBandRS,0.47102526,Negativo
Exatamente O aumento dos feminicídios RS é resultado dessa negligência com vida e os direitos das gaúchas que não contam com rede de proteção extinta por Sartori e ignorada por Leite\n  #DebatenaBandRS #LulaOlivioPrettoRuas ,0.48124307,Negativo
Ideia de date assistir os debates governadorpresidente de 2022 cozinhando e jantando \n\n#DebateNaBandRS,0.055042017,Neutro
O heinze tá de social e tênis esportivo mdssssss #DebateNaBandRS,0.2844581,Positivo
@bandrs @EdegarPretto  é isso que o RS precisa,0.2388504,Positivo
RT @LeonelRadde Onyx Caixa 2 já mentiu umas 200 vezes nesse debate propagando fake news na cara dura \nAqui está verdade ,0.47102526,Negativo
Ida ao intervalo 1° Bloco\n#DebateNaBandRS ,0.038852096,Neutro
Hoje 80 das escolas RS não têm um pátio adequado 14 das escolas não têm banheiro ou não está funcionando de forma apropriada\n#LulaOlivioPrettoRuas #DebatenaBandRS,0.065698765,Neutro
Tem um candidato que tá aproveitando para fazer propaganda da empresa dele o calçados beira rio Tá foda #DebateNaBandRS,0.86052006,Negativo
Repitam comigo DIMINUIR O NÚMERO DE SECRETARIAS NÃO REDUZ GASTOS ESTADO É POLÍTICA POPULISTA BARATA E INEFICIENTE #DebateNaBandRS,0.5803887,Negativo
Heinze Progressistas propondo mudanças transporte público da região metropolitana de POA Candidato precisa se tornar mais conhecido na capital\n\n#DebateNaBandRS,0.038852096,Neutro
#LulaOlivioEdegarRuas #DebateNaBandRS ,0.50766486,Negativo
proposta Jobim para o governo estado é puxar o saco Zema #DebateNaBandRS,0.35097423,Positivo
RT @H1SaiaDaMatrix Esse cara NOVO tem uma cara altamente s0c4vel #DebateNaBandRS,0.49073187,Negativo
Heinze pergunta para Vieira\nEle cita Instituto Flores da Cunha que está abandonado cita que há centenas nessa situação Vieira diz que quem assinou contrato para reforma foi ele e que não tem explicação pra obra não ter sido concluída #DebateNaBandRS,0.09283058,Neutro
@mariadorosario @EdegarPretto #LulaLadrao ,0.16477858,Positivo
LARGA COLA ARGENTA #DebateNaBandRS,0.29721892,Positivo
Ricardo Jobim mais fala da administração Zema em MG que como vai resolver os problemas RS Sem condições\n\n#DebateNaBandRS,0.10128773,Positivo
Heinze não parece estar totalmente sóbrio #DebateNaBandRS,0.065798216,Neutro
RT @EdegarPretto Vamos rever o acordo que Eduardo Leite fez com Bolsonaro que nos condena o estado uma subordinação completa\nVamos rec…,0.336768,Positivo
Heinze fala sobre região Metropolitana e qualidade transporte urbano e o que Leite fez\nLeite diz que deve ser lembrada concentração de população na região metropolitana e cita falta de investimentos GOVERNO FEDERAL #DebateNaBandRS,0.055042017,Neutro
#DebateNaBandRS @EdegarPretto assumiu o compromisso de anular os atos de privatização da Corsan Estamos juntos pelo Rio Grande\n#LulaOlivioEdegarRuas ,0.13479511,Positivo
O Onix péssimo Está apenas defendendo o indefensável… #DebateNaBandRS,0.79159003,Negativo
@EduardoLeite_ Investimentos em lacre para gôndolas de supermercados,0.50658643,Negativo
Heinze fala em terminal urbano e afirma que trabalhou muito na infraestrutura interior e que vai trabalhar pela região metropolitana Tá citando agora uma hidrovia privada na Lagoa Mirim\nLeite diz que o PP foi parceiro governo dele #DebateNaBandRS,0.055042017,Neutro
Num tom muito sereno como convém quem quer governar o Rio Grande @EdegarPretto vai mostrando que para comandar o Estado é preciso ter PALAVRA ,0.13478103,Positivo
#DebateNaBandRS candidato Novo  Sou novidade Vou privatizar tudo Algunma platidude e frase de efeito ,0.123636656,Positivo
Esse cara NOVO tem uma cara altamente s0c4vel #DebateNaBandRS,0.56747365,Negativo
@EduardoLeite_ Pagou contas com dinheiro Governo federal que lhe foi enviado para COVID Fora traidor,0.71887034,Negativo
krl esses dois fdp fanboy de minas gerais ta deixando maluco #DebateNaBandRS,0.9701418,Negativo
Heinze diz que tem escolas com ar-condicionado que nem mesmo é ligado porque rede de luz não comporta Que diretores esperam por anos pra isso ser feito Vieira cita novamente escolas em tempo integral e cita Brizola #DebateNaBandRS,0.097788736,Neutro
"#DebateNaBandRS \n#Privatização\n""Agua é saúde é vida não é mercadoria Eles disseram que não iam vender Corsan venderam Disseram que não iam vender CEEE venderam Prestem atenção eles vão dizer que não vão vender o Banrisul não acreditem vão vender #VieiraGovernador",0.12950107,Positivo
"RT @Valdeci13rs Se Deus quiser vou eleger governador e eu vou anular todos os atos de privatização da nossa Corsan"" afirma @EdegarPr…",0.15506357,Positivo
Bah e essas perguntas compradas #DebateNaBandRS óbvio que essa levantada de bola pra o outro corta é armada Tinha que ser N,0.54238683,Negativo
Heinze diz que tem escolas com ar-condicionado que nem mesmo é ligado porque rede de luz não comporta Que diretores esperam por anos pra isso ser feito Vieira cita novamente escolas em tempo integral e cita Brizola #DebateNaBandRS,0.097788736,Neutro
Heinze disse que centenas de escolas estão em situação preocupante e que evasão não é culpa da pandemia pois em 2019 já havia alta evasão #DebateNaBandRS,0.08244847,Neutro
Que despreparo esses caras que querem ser governador RS e não conseguem nem concluir um raciocínio tempo preconizado num debate\n\n#DebateNaBandRS,0.55415726,Negativo
RT @EdegarPretto Eu quero dizer aos gaúchos e gaúchas que se eu governador vou anular todos os atos de privatização da nossa Corsan…,0.4028394,Negativo
O candidato Novo parece não saber que os partidos sérios fazem convenção pra escolher quem vai concorrer qual cargo #DebateNaBandRS,0.11005234,Positivo
Heinz vai implementar “entregacao” transporte Ato falho Nao acredito #DebateNaBandRS,0.099415205,Neutro
Grande fala @EdegarPretto\nsobre educação pública Ao contrário dos adversários que só falam em privatização da educação e como o deputado @TrzeciakDaniel partido @EduardoLeite_\nvotam junto com @jairbolsonaro na educação domiciliar #LulaOlivioPrettoRuas\n#DebateNaBandRS,0.08244847,Neutro
gente o ketchup heinz ta mais lúcido o chevrolet onix em choque #DebateNaBandRS,0.055042017,Neutro
Frente da Esperança  Nosso próximo governador Edegar Pretto #DebateNaBandRS\n#EdegarPrettoGovernador\n#OlívioSenador\n#LulaPresidente \n#LulaOlivioPrettoRuas ,0.08244847,Neutro
Flores da Cunha Escola em situação precária  #DebateNaBandRS ,0.08244847,Neutro
Faltou @EdegarPretto mencionar que os 12 em saúde investidos pela primeira vez foi com nosso Presidente @PDTRS como secretário estadual de saúde\n\n#DebateNaBandRS,0.08244847,Neutro
gente se espelha modelo Zema o poço realmente não tem fundo 🤡\n#DebateNaBandRS,0.34042552,Positivo
Roberto Argenta acabou fazer merchandising da própria empresa #DebateNaBandRS,0.15974148,Positivo
Eu fico imaginando força que mesmo um mau caráter precisa fazer para fingir acreditar Onyx #DebateNaBandRS ,0.45149264,Negativo
RT @EdegarPretto Eu vi trabalhadores donos de mercado chorarem na frente da TV porque primeiro vento na Região Metropolitana Capita…,0.2807828,Positivo
@drschulte_ @EdegarPretto Se roubando ela da todo esse lucro,0.54238683,Negativo
Falar de educação é imprescindível\nEducação inclusiva também passa por infraestrutura valorização dos profissionais e capacitação \nAlimentação saudável faz parte desenvolvimento das crianças\n\n#DebateNaBandRS,0.055042017,Neutro
Fala da renúncia Vieira\n\n#DebateNaBandRS,0.08555878,Neutro
RT @matheuspggomes Pelo visto o Onyx não sabe absolutamente nada sobre realidade Rio Grande Sul Vai passar eleição toda faland…,0.3645245,Positivo
